Categoria;Família;Código;Produto;Índice;Disponibilidade;Antirrisco;Antirrisco Tingível;Antirreflexo Verde;Antirreflexo Azul;Antirreflexo Premium Verde;Antirreflexo Premium Azul;Preço Base/Grade
Lentes Surfaçadas;Haytek Go!;SP56GT;Haytek Go! Freeform 1.56;1.56;Esf. +6.00 a -6.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 759,84;R$ 799,84;R$ 879,84;R$ 959,84;R$ 1.359,84;R$ 1.439,84;
Lentes Surfaçadas;Haytek Go!;SP56GK;Haytek Go! Freeform 1.56 Filtro Azul;1.56;Esf. +6.00 a -6.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.119,84;R$ 1.159,84;R$ 1.239,84;R$ 1.319,84;R$ 1.719,84;R$ 1.799,84;
Lentes Surfaçadas;Haytek Go!;SP56GY;Haytek Go! Freeform 1.56 Fotossensível;1.56;Esf. +6.00 a -6.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.623,84;R$ 1.663,84;R$ 1.743,84;R$ 1.823,84;R$ 2.223,84;R$ 2.303,84;
Lentes Surfaçadas;Haytek Go!;SP56GF;Haytek Go! Freeform 1.56 Filtro Azul Fotossensível;1.56;Esf. +6.00 a -6.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.983,84;R$ 2.023,84;R$ 2.103,84;R$ 2.183,84;R$ 2.583,84;R$ 2.663,84;
Lentes Surfaçadas;Haytek Go!;SP59GT;Haytek Go! Freeform 1.59 Poli;1.59;Esf. +6.00 a -6.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.335,84;R$ 1.375,84;R$ 1.455,84;R$ 1.535,84;R$ 1.935,84;R$ 2.015,84;
Lentes Surfaçadas;Haytek Go!;SP59GK;Haytek Go! Freeform 1.59 Poli Filtro Azul;1.59;Esf. +6.00 a -6.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.695,84;R$ 1.735,84;R$ 1.815,84;R$ 1.895,84;R$ 2.295,84;R$ 2.375,84;
Lentes Surfaçadas;Haytek Go!;SP59GY;Haytek Go! Freeform 1.59 Poli Fotossensível;1.59;Esf. +6.00 a -6.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.199,84;R$ 2.239,84;R$ 2.319,84;R$ 2.399,84;R$ 2.799,84;R$ 2.879,84;
Lentes Surfaçadas;Haytek Go!;SP59GD;Haytek Go! Freeform 1.59 Poli Transitions Gen S Cinza;1.59;Esf. +7.00 a -10.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 3.639,84;R$ 3.679,84;R$ 3.759,84;R$ 3.839,84;R$ 4.239,84;R$ 4.319,84;
Lentes Surfaçadas;Haytek Go!;SP59GN;Haytek Go! Freeform 1.59 Poli Transitions Gen S Marrom;1.59;Esf. +7.00 a -10.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 3.639,84;R$ 3.679,84;R$ 3.759,84;R$ 3.839,84;R$ 4.239,84;R$ 4.319,84;
Lentes Surfaçadas;Haytek Go!;SP61GT;Haytek Go! Freeform 1.61;1.61;Esf. +6.00 a -6.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.839,84;R$ 1.879,84;R$ 1.959,84;R$ 2.039,84;R$ 2.439,84;R$ 2.519,84;
Lentes Surfaçadas;Haytek Go!;SP61GY;Haytek Go! Freeform 1.61 Fotossensível;1.61;Esf. +6.00 a -6.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.703,84;R$ 2.743,84;R$ 2.823,84;R$ 2.903,84;R$ 3.303,84;R$ 3.383,84;
Lentes Surfaçadas;Haytek Go!;SP67GT;Haytek Go! Freeform 1.67;1.67;Esf. +6.00 a -10.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.271,84;R$ 2.311,84;R$ 2.391,84;R$ 2.471,84;R$ 2.871,84;R$ 2.951,84;
Lentes Surfaçadas;Haytek Go!;SP67GK;Haytek Go! Freeform 1.67 Filtro Azul;1.67;Esf. +6.00 a -10.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.631,84;R$ 2.671,84;R$ 2.751,84;R$ 2.831,84;R$ 3.231,84;R$ 3.311,84;
Lentes Surfaçadas;Haytek Go!;SP67GY;Haytek Go! Freeform 1.67 Fotossensível;1.67;Esf. +6.00 a -10.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 3.135,84;R$ 3.175,84;R$ 3.255,84;R$ 3.335,84;R$ 3.735,84;R$ 3.815,84;
Lentes Surfaçadas;Haytek Go!;SP67GD;Haytek Go! Freeform 1.67 Transitions Gen S Cinza;1.67;Esf. +9.00 a -11.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 8.175,84;R$ 8.215,84;R$ 8.295,84;R$ 8.375,84;R$ 8.775,84;R$ 8.855,84;
Lentes Surfaçadas;Haytek Go!;SP67GN;Haytek Go! Freeform 1.67 Transitions Gen S Marrom;1.67;Esf. +9.00 a -11.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 8.175,84;R$ 8.215,84;R$ 8.295,84;R$ 8.375,84;R$ 8.775,84;R$ 8.855,84;
Lentes Surfaçadas;Haytek Go!;SP74GK;Haytek Go! Freeform 1.74 Filtro Azul;1.74;Esf. +8.00 a -12.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 3.999,84;R$ 4.039,84;R$ 4.119,84;R$ 4.199,84;R$ 4.599,84;R$ 4.679,84;
Lentes Surfaçadas;Haytek Go!;SP74GF;Haytek Go! Freeform 1.74 Filtro Azul Fotossensível;1.74;Esf. +8.00 a -12.00 / Cil. até -4.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 5.727,84;R$ 5.767,84;R$ 5.847,84;R$ 5.927,84;R$ 6.327,84;R$ 6.407,84;
Lentes Surfaçadas;Haytek Drive;SO50DN;Haytek Drive Freeform 1.50 Transitions Gen S Marrom;1.50;Esf. +6.00 a -9.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 3.527,84;R$ 3.607,84;R$ 3.927,84;R$ 4.007,84;R$ 4.407,84;R$ 4.487,84;
Lentes Surfaçadas;Haytek Drive;SO50DD;Haytek Drive Freeform 1.50 Transitions Gen S Cinza;1.50;Esf. +6.00 a -9.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 3.527,84;R$ 3.607,84;R$ 3.927,84;R$ 4.007,84;R$ 4.407,84;R$ 4.487,84;
Lentes Surfaçadas;Haytek Drive;SO56DT;Haytek Drive Freeform 1.56;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.223,84;R$ 1.303,84;R$ 1.623,84;R$ 1.703,84;R$ 2.103,84;R$ 2.183,84;
Lentes Surfaçadas;Haytek Drive;SO56DK;Haytek Drive Freeform 1.56 Filtro Azul;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.583,84;R$ 1.663,84;R$ 1.983,84;R$ 2.063,84;R$ 2.463,84;R$ 2.543,84;
Lentes Surfaçadas;Haytek Drive;SO56DY;Haytek Drive Freeform 1.56 Fotossensível;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.087,84;R$ 2.167,84;R$ 2.487,84;R$ 2.567,84;R$ 2.967,84;R$ 3.047,84;
Lentes Surfaçadas;Haytek Drive;SO56DF;Haytek Drive Freeform 1.56 Filtro Azul Fotossensível;1.56;Esf. +6.00 a -6.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.447,84;R$ 2.527,84;R$ 2.847,84;R$ 2.927,84;R$ 3.327,84;R$ 3.407,84;
Lentes Surfaçadas;Haytek Drive;SO59DT;Haytek Drive Freeform 1.59 Poli;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 1.799,84;R$ 1.879,84;R$ 2.199,84;R$ 2.279,84;R$ 2.679,84;R$ 2.759,84;
Lentes Surfaçadas;Haytek Drive;SO59DK;Haytek Drive Freeform 1.59 Poli Filtro Azul;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.159,84;R$ 2.239,84;R$ 2.559,84;R$ 2.639,84;R$ 3.039,84;R$ 3.119,84;
Lentes Surfaçadas;Haytek Drive;SO59DY;Haytek Drive Freeform 1.59 Poli Fotossensível;1.59;Esf. +6.00 a -8.00 / Cil. até -6.00 | Add. 0.75 a 3.50 / Diâm. 80 mm;R$ 2.663,84;R$ 2.743,84;R$ 3.063,84;R$ 3.143,84;R$ 3.543,84;R$ 3.623,84;
Lentes Surfaçadas;Haytek Drive;SO59DD;Haytek Drive Freeform 1.59 Poli Transitions Gen S Cinza;1.59;Esf. +7.00 a -10.00 / Cil. até -6.00 | Add. 1.00 a 3.50 / Diâm. 80 mm;R$ 4.103,84;R$ 4.183,84;R$ 4.503,84;R$ 4.583,84;R$ 4.983,84;R$ 5.063,84;
